Genero,Casado,Graduado,Gastoscore,Experiencia_laboral,Profesion_Artista,Profesion_Construccion,Profesion_Ejecutivo,Profesion_Funcionario,Profesion_Ingeniero,Profesion_Medico,Profesion_Negocios/empresa,Profesion_Otros,Profesion_Servicios,Generacion,Provincia_Este,Provincia_Norte,Provincia_Oeste,Provincia_Sur,Edad,Family_Size,Ingresos_anuales_brutos,Dias_cliente,per_capita_income,client_longevity,socioeconomic_index,marital_education_interaction,Cluster
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,22,3,21501,275,7167.0,11.956521739130435,0.5,0.0,4
0,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,52,4,100076,285,25019.0,5.377358490566038,0.5,0.0,2
0,1,0,1,2,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,55,3,30490,449,10163.333333333334,8.017857142857142,0.5,0.0,2
0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,41,3,106687,506,35562.333333333336,12.047619047619047,1.0,0.0,4
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,54,2,113191,365,56595.5,6.636363636363637,0.5,1.0,0
0,1,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,32,3,19166,598,6388.666666666667,18.12121212121212,0.5,1.0,4
0,1,1,2,1,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,41,3,121832,201,40610.666666666664,4.785714285714286,2.0,1.0,3
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,64,1,69844,106,69844.0,1.6307692307692307,0.0,1.0,0
1,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,62,4,37583,292,9395.75,4.634920634920635,2.0,1.0,3
0,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,65,3,67106,45,22368.666666666668,0.6818181818181818,1.0,0.0,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,23,5,15965,521,3193.0,21.708333333333332,1.0,0.0,4
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,46,4,83553,352,20888.25,7.48936170212766,0.5,1.0,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,32,6,22765,383,3794.1666666666665,11.606060606060606,0.5,0.0,4
0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,1,0,0,36,5,27096,155,5419.2,4.1891891891891895,0.5,0.0,1
1,0,1,0,2,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1,42,2,61375,304,30687.5,7.069767441860465,1.0,0.0,1
0,1,1,0,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,41,3,55142,253,18380.666666666668,6.023809523809524,0.0,1.0,1
0,1,1,1,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,66,3,119495,205,39831.666666666664,3.0597014925373136,0.5,1.0,2
0,1,1,0,2,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,61,1,85917,447,85917.0,7.209677419354839,1.0,1.0,0
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,55,2,116070,369,58035.0,6.589285714285714,0.5,1.0,0
0,1,1,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,85,1,128626,276,128626.0,3.2093023255813953,0.5,1.0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,40,3,123892,349,41297.333333333336,8.512195121951219,0.0,0.0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,52,2,129183,231,64591.5,4.3584905660377355,0.0,0.0,0
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,57,2,30488,392,15244.0,6.758620689655173,0.5,1.0,2
1,1,0,1,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,46,5,51280,536,10256.0,11.404255319148936,1.5,0.0,3
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,35,3,19875,555,6625.0,15.416666666666666,0.5,0.0,4
1,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,36,2,28851,481,14425.5,13.0,0.5,0.0,4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,28,1,23077,571,23077.0,19.689655172413794,0.0,0.0,4
0,1,1,1,2,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,75,2,73641,267,36820.5,3.513157894736842,0.5,1.0,2
0,1,1,1,1,0,0,0,0,0,0,0,1,0,2.0,0,1,0,0,40,2,54565,303,27282.5,7.390243902439025,0.5,1.0,1
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,56,4,53161,397,13290.25,6.964912280701754,0.5,1.0,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,35,2,20048,186,10024.0,5.166666666666667,1.0,,1
0,1,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,33,2,18565,35,9282.5,1.0294117647058822,0.5,1.0,1
1,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,52,5,38130,312,7626.0,5.886792452830188,1.0,0.0,2
0,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,68,2,123937,159,61968.5,2.3043478260869565,1.0,1.0,3
0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,35,5,21252,70,4250.4,1.9444444444444444,1.0,0.0,1
1,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,73,2,59887,61,29943.5,0.8243243243243243,0.5,0.0,2
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,53,1,128222,111,128222.0,2.0555555555555554,0.0,1.0,0
0,1,1,1,2,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,77,2,94503,206,47251.5,2.641025641025641,1.0,1.0,3
1,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,66,2,64132,316,32066.0,4.7164179104477615,1.0,1.0,3
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,50,1,92729,261,92729.0,5.117647058823529,0.0,0.0,0
1,1,1,0,2,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,53,2,116963,226,58481.5,4.185185185185185,0.0,1.0,0
0,1,1,0,2,0,0,0,0,0,0,0,0,1,,0,1,0,0,84,2,128746,122,64373.0,1.4352941176470588,0.5,1.0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,25,5,30696,129,6139.2,4.961538461538462,0.5,0.0,1
0,1,1,0,2,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,58,3,104228,538,34742.666666666664,9.11864406779661,0.5,1.0,2
0,1,0,2,2,0,0,1,0,0,0,0,0,0,,0,0,1,0,91,3,38282,267,12760.666666666666,2.902173913043478,2.0,0.0,3
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,1,0,0,0,87,2,27127,138,13563.5,1.5681818181818181,1.5,1.0,3
1,1,1,0,2,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,54,1,21534,118,21534.0,2.1454545454545455,0.5,1.0,2
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,84,2,122491,382,61245.5,4.4941176470588236,1.5,1.0,3
0,1,0,1,1,0,0,0,0,1,0,0,0,0,2.0,0,0,1,0,41,5,55943,412,11188.6,9.80952380952381,1.0,0.0,4
1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,41,6,96472,559,16078.666666666666,13.30952380952381,0.5,1.0,4
1,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,39,2,23802,238,11901.0,5.95,0.0,0.0,1
1,1,0,1,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0,1,34,2,19351,381,9675.5,10.885714285714286,0.5,0.0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,23,5,17313,367,3462.6,15.291666666666666,1.0,0.0,4
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,47,4,47465,493,11866.25,10.270833333333334,0.0,0.0,2
0,0,1,0,2,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,78,2,101603,393,50801.5,4.974683544303797,0.0,0.0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,1,0,30,4,29465,375,7366.25,12.096774193548388,0.5,0.0,4
0,1,0,1,2,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,57,4,110713,182,27678.25,3.1379310344827585,0.5,0.0,2
0,1,0,2,2,0,0,0,0,1,0,0,0,0,,0,0,1,0,79,1,29337,293,29337.0,3.6625,1.5,0.0,3
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,47,4,124936,140,31234.0,2.9166666666666665,0.5,1.0,2
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,51,2,35412,316,17706.0,6.076923076923077,0.0,1.0,2
0,1,0,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,97,1,37098,237,37098.0,2.4183673469387754,0.5,0.0,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,32,6,18902,269,3150.3333333333335,8.151515151515152,0.5,0.0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,1,0,0,30,5,22399,184,4479.8,5.935483870967742,0.5,0.0,1
0,1,1,0,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,61,4,125604,279,31401.0,4.5,0.5,1.0,2
0,0,1,0,2,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,43,1,96178,58,96178.0,1.3181818181818181,0.0,0.0,0
1,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,53,3,36512,38,12170.666666666666,0.7037037037037037,0.5,0.0,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,22,5,14527,376,2905.4,16.347826086956523,0.5,0.0,4
0,0,1,0,2,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,42,1,125727,258,125727.0,6.0,0.0,0.0,0
1,0,0,2,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,1,24,3,18899,318,6299.666666666667,12.72,1.5,,4
1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,0,1,0,0,32,6,24164,505,4027.3333333333335,15.303030303030303,0.0,0.0,4
1,1,1,1,2,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,53,4,89980,460,22495.0,8.518518518518519,1.5,1.0,3
1,0,1,0,2,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,72,1,68242,148,68242.0,2.0273972602739727,0.5,0.0,0
0,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,56,7,111587,290,15941.0,5.087719298245614,1.0,0.0,2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,23,5,17789,149,3557.8,6.208333333333333,0.5,0.0,1
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,46,1,36723,208,36723.0,4.425531914893617,0.0,0.0,2
0,1,0,2,1,0,0,1,0,0,0,0,0,0,2.0,0,0,1,0,32,2,24426,121,12213.0,3.6666666666666665,2.0,0.0,3
0,1,0,1,2,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,62,3,84063,443,28021.0,7.031746031746032,1.5,0.0,3
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,95,2,122525,197,61262.5,2.0520833333333335,1.5,1.0,3
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,65,4,34972,138,8743.0,2.090909090909091,0.5,1.0,2
0,1,1,2,2,0,0,1,0,0,0,0,0,0,,1,0,0,0,95,2,90358,156,45179.0,1.625,2.0,1.0,3
0,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,65,2,33850,425,16925.0,6.4393939393939394,1.0,1.0,3
0,1,1,1,2,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,42,2,60533,419,30266.5,9.744186046511627,1.5,1.0,3
1,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0,0,1,0,0,34,1,31921,391,31921.0,11.17142857142857,1.0,0.0,4
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,50,1,110139,222,110139.0,4.352941176470588,0.0,0.0,0
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,53,2,81136,364,40568.0,6.7407407407407405,0.0,1.0,2
1,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,1,0,36,4,25783,219,6445.75,5.918918918918919,0.5,0.0,1
0,1,1,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,41,2,64489,387,32244.5,9.214285714285714,1.0,1.0,1
0,1,1,1,2,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,42,3,120774,529,40258.0,12.30232558139535,0.5,1.0,2
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,54,4,75257,272,18814.25,4.945454545454545,0.5,1.0,2
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,53,2,111217,234,55608.5,4.333333333333333,0.5,1.0,2
0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,41,3,116882,380,38960.666666666664,9.047619047619047,0.5,1.0,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,31,4,29456,564,7364.0,17.625,0.5,0.0,4
1,1,1,1,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,36,2,29936,72,14968.0,1.945945945945946,1.5,1.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,22,4,18651,206,4662.75,8.956521739130435,0.5,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,30,1,20819,390,20819.0,12.580645161290322,0.0,0.0,4
0,1,1,1,2,1,0,0,0,0,0,0,0,0,2.0,0,1,0,0,43,4,90640,355,22660.0,8.068181818181818,0.5,1.0,2
1,1,0,0,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,96,1,115983,350,115983.0,3.6082474226804124,0.5,0.0,0
1,1,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,50,2,93899,217,46949.5,4.254901960784314,0.5,0.0,2
0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,33,4,30114,403,7528.5,11.852941176470589,0.5,0.0,4
0,0,0,2,1,0,0,1,0,0,0,0,0,0,2.0,0,0,1,0,33,1,21909,357,21909.0,10.5,2.0,,3
1,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,56,5,85996,586,17199.2,10.280701754385966,1.0,1.0,3
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,51,5,77792,217,15558.4,4.173076923076923,2.0,1.0,3
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,61,1,90624,377,90624.0,6.080645161290323,0.0,0.0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,43,4,108663,95,27165.75,2.159090909090909,0.0,0.0,1
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,69,4,96181,520,24045.25,7.428571428571429,0.5,1.0,2
0,1,1,2,2,0,0,0,0,0,0,0,0,1,,1,0,0,0,92,2,68299,396,34149.5,4.258064516129032,1.5,1.0,3
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,45,2,53610,423,26805.0,9.195652173913043,2.0,1.0,3
0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,0,1,0,0,31,1,18984,226,18984.0,7.0625,0.0,0.0,1
0,1,0,2,2,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,53,2,109223,490,54611.5,9.074074074074074,2.0,0.0,3
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,30,4,29813,261,7453.25,8.419354838709678,0.5,0.0,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,39,1,31380,398,31380.0,9.95,1.0,0.0,4
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,52,2,84111,325,42055.5,6.132075471698113,0.0,1.0,2
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,56,1,32060,237,32060.0,4.157894736842105,0.0,0.0,2
1,1,1,0,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,35,3,24065,68,8021.666666666667,1.8888888888888888,0.0,1.0,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,2.0,1,0,0,0,34,2,19515,352,9757.5,10.057142857142857,0.5,1.0,1
1,0,1,0,2,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,42,4,24686,299,6171.5,6.953488372093023,0.5,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,22,3,13807,93,4602.333333333333,4.043478260869565,0.5,0.0,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1,34,6,20193,217,3365.5,6.2,1.0,0.0,1
0,1,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,61,2,25557,599,12778.5,9.661290322580646,0.0,1.0,2
0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,30,4,29117,131,7279.25,4.225806451612903,0.5,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,21,1,16099,180,16099.0,8.181818181818182,0.5,0.0,1
0,0,1,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,91,1,109198,466,109198.0,5.065217391304348,0.5,0.0,0
0,1,1,0,2,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,45,2,26191,277,13095.5,6.021739130434782,1.0,1.0,2
1,1,1,1,2,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,42,2,55610,166,27805.0,3.86046511627907,0.5,1.0,2
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,67,2,56573,550,28286.5,8.088235294117647,2.0,1.0,3
1,1,1,0,2,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,53,1,29790,398,29790.0,7.37037037037037,0.0,1.0,2
0,1,1,1,2,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,44,2,37769,166,18884.5,3.688888888888889,1.5,1.0,3
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,52,1,103991,304,103991.0,5.735849056603773,0.0,0.0,0
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,58,4,116295,496,29073.75,8.40677966101695,2.0,1.0,3
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,32,4,29156,376,7289.0,11.393939393939394,1.0,0.0,4
1,1,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,66,4,125516,337,31379.0,5.029850746268656,0.0,0.0,2
0,1,0,0,2,1,0,0,0,0,0,0,0,0,,0,0,1,0,79,1,60729,250,60729.0,3.125,0.0,0.0,0
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,55,4,99788,557,24947.0,9.946428571428571,0.5,1.0,2
0,1,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,69,1,58564,210,58564.0,3.0,0.0,1.0,0
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,46,2,40349,507,20174.5,10.787234042553191,0.5,1.0,2
0,1,0,1,2,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,44,3,128548,279,42849.333333333336,6.2,0.5,0.0,2
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,69,5,70657,365,14131.4,5.214285714285714,0.5,1.0,2
0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,0,1,0,0,28,3,30889,199,10296.333333333334,6.862068965517241,0.0,0.0,1
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,54,4,82129,415,20532.25,7.545454545454546,2.0,1.0,3
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,31,6,25769,344,4294.833333333333,10.75,0.5,0.0,4
1,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,76,2,94456,231,47228.0,3.0,1.0,1.0,3
1,1,1,2,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,44,6,90776,299,15129.333333333334,6.644444444444445,1.0,1.0,3
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,50,3,73150,523,24383.333333333332,10.254901960784315,0.5,1.0,2
0,1,1,1,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,50,3,23355,570,7785.0,11.176470588235293,0.5,1.0,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,34,5,19211,182,3842.2,5.2,0.5,0.0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,40,5,126089,486,25217.8,11.853658536585366,0.5,1.0,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,23,4,21710,105,5427.5,4.375,0.5,0.0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,40,2,24310,119,12155.0,2.902439024390244,0.5,1.0,1
1,0,1,0,2,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,45,1,52055,183,52055.0,3.9782608695652173,0.5,0.0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,34,2,28403,529,14201.5,15.114285714285714,0.0,0.0,4
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1,56,4,49539,454,12384.75,7.964912280701754,2.0,1.0,3
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,61,3,96450,384,32150.0,6.193548387096774,0.0,1.0,2
0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,34,2,24596,331,12298.0,9.457142857142857,0.5,1.0,1
1,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,67,2,94789,213,47394.5,3.1323529411764706,1.0,0.0,2
0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,34,1,29054,482,29054.0,13.771428571428572,0.5,0.0,4
0,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,34,3,23586,133,7862.0,3.8,0.0,0.0,1
1,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,61,4,88264,112,22066.0,1.8064516129032258,1.0,1.0,3
1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,1,0,0,36,5,23266,130,4653.2,3.5135135135135136,0.0,0.0,1
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,55,5,119258,418,23851.6,7.464285714285714,0.5,1.0,2
0,1,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,78,2,104804,183,52402.0,2.3164556962025316,0.0,0.0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,20,4,18442,173,4610.5,8.238095238095237,0.5,0.0,1
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,0,1,0,0,80,2,52617,589,26308.5,7.271604938271605,1.5,1.0,3
1,1,0,2,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,64,4,45266,180,11316.5,2.769230769230769,1.5,0.0,3
0,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,72,2,38717,284,19358.5,3.8904109589041096,1.0,1.0,3
1,1,1,2,2,1,0,0,0,0,0,0,0,0,,0,0,1,0,83,2,75554,283,37777.0,3.369047619047619,1.0,1.0,3
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,36,4,22249,228,5562.25,6.162162162162162,1.0,0.0,1
1,0,1,0,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,68,1,100163,178,100163.0,2.579710144927536,0.5,0.0,0
1,0,1,0,2,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,42,5,107033,222,21406.6,5.162790697674419,0.5,0.0,1
1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,1,0,0,30,7,25202,57,3600.285714285714,1.8387096774193548,0.0,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,1,21,3,19488,168,6496.0,7.636363636363637,0.5,0.0,1
0,1,1,0,2,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,47,4,109688,145,27422.0,3.0208333333333335,0.0,1.0,2
1,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,55,2,115412,273,57706.0,4.875,1.0,1.0,3
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,30,1,21839,315,21839.0,10.161290322580646,0.0,0.0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,1,0,0,36,3,28691,219,9563.666666666666,5.918918918918919,0.5,0.0,1
1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,29,3,24603,383,8201.0,12.766666666666667,1.5,0.0,4
1,1,0,1,0,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,31,4,26856,148,6714.0,4.625,1.0,,1
0,0,0,2,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1,20,4,14920,272,3730.0,12.952380952380953,1.5,,4
0,0,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,50,2,78530,204,39265.0,4.0,0.0,0.0,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,28,1,24630,171,24630.0,5.896551724137931,1.0,0.0,1
0,1,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,41,1,29255,192,29255.0,4.571428571428571,0.0,1.0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,41,3,79125,526,26375.0,12.523809523809524,0.5,1.0,4
1,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,66,6,58547,219,9757.833333333334,3.2686567164179103,1.0,1.0,3
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,84,2,42469,495,21234.5,5.823529411764706,1.5,1.0,3
0,1,1,1,2,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,52,4,99255,553,24813.75,10.433962264150944,1.5,1.0,3
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,46,1,42770,483,42770.0,10.27659574468085,0.0,1.0,2
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,73,4,93808,324,23452.0,4.378378378378378,0.0,1.0,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,22,5,23320,227,4664.0,9.869565217391305,0.5,0.0,1
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,53,3,124702,170,41567.333333333336,3.1481481481481484,0.5,1.0,2
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,44,3,98023,182,32674.333333333332,4.044444444444444,0.5,1.0,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,23,6,16608,56,2768.0,2.3333333333333335,0.5,0.0,1
1,0,0,0,2,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,46,1,84921,350,84921.0,7.446808510638298,1.0,0.0,0
